sample_id	tumor_type	cluster
2032	Ovary-AdenoCA	D
2033	Ovary-AdenoCA	D
2034	Ovary-AdenoCA	D
2035	Ovary-AdenoCA	K
2036	Ovary-AdenoCA	D
2037	Ovary-AdenoCA	D
2038	Breast-AdenoCA	K
2039	Ovary-AdenoCA	D
2040	Ovary-AdenoCA	D
2041	Ovary-AdenoCA	K
2042	Ovary-AdenoCA	D
2043	Ovary-AdenoCA	D
2044	Breast-AdenoCA	D
2045	Ovary-AdenoCA	D
2046	Ovary-AdenoCA	D
2047	Ovary-AdenoCA	K
2048	Ovary-AdenoCA	D
2049	Ovary-AdenoCA	D
2050	Ovary-AdenoCA	D
2051	Ovary-AdenoCA	K
2052	Ovary-AdenoCA	D
2053	Breast-AdenoCA	D
2054	Ovary-AdenoCA	D
2055	Ovary-AdenoCA	D
2056	Ovary-AdenoCA	D
2057	Breast-AdenoCA	K
2058	Ovary-AdenoCA	D
2059	Ovary-AdenoCA	D
2060	Ovary-AdenoCA	D
2061	Ovary-AdenoCA	K
2062	Breast-AdenoCA	D
2063	Ovary-AdenoCA	K
2064	Breast-AdenoCA	N
2065	Ovary-AdenoCA	D
2066	Ovary-AdenoCA	D
2067	Ovary-AdenoCA	D
2068	Breast-AdenoCA	K
2069	Breast-AdenoCA	E
2070	Breast-AdenoCA	K
2071	Ovary-AdenoCA	D
2072	Ovary-AdenoCA	D
2073	Ovary-AdenoCA	D
2074	Ovary-AdenoCA	D
2075	Ovary-AdenoCA	D
2076	Panc-AdenoCA	M
2077	Panc-AdenoCA	N
2078	Panc-AdenoCA	N
2079	Panc-AdenoCA	M
2080	Panc-AdenoCA	N
2081	Panc-AdenoCA	K
2082	Panc-AdenoCA	N
2083	Panc-AdenoCA	K
2084	Panc-AdenoCA	N
2085	Panc-AdenoCA	I
2086	Panc-AdenoCA	N
2087	Panc-AdenoCA	N
2088	Panc-AdenoCA	K
2089	Panc-AdenoCA	K
2090	Panc-AdenoCA	K
2091	Panc-AdenoCA	N
2092	Panc-AdenoCA	E
2093	Panc-AdenoCA	K
2094	Panc-AdenoCA	K
2095	Panc-AdenoCA	N
2096	Panc-AdenoCA	N
2097	Panc-AdenoCA	N
2098	Panc-AdenoCA	N
2099	Panc-AdenoCA	N
2100	Panc-AdenoCA	N
2101	Panc-AdenoCA	N
2102	Panc-AdenoCA	N
2103	Panc-AdenoCA	N
2104	Panc-AdenoCA	M
2105	Panc-AdenoCA	N
2106	Panc-AdenoCA	N
2107	Panc-AdenoCA	N
2108	Panc-AdenoCA	N
2109	Breast-AdenoCA	K
2110	Panc-AdenoCA	N
2111	Panc-AdenoCA	K
2112	Panc-AdenoCA	N
2113	Panc-AdenoCA	N
2114	Panc-AdenoCA	N
2115	Panc-AdenoCA	F
2116	Breast-AdenoCA	N
2117	Panc-AdenoCA	N
2118	Panc-AdenoCA	N
2119	Breast-AdenoCA	K
2120	Breast-AdenoCA	D
2121	Breast-LobularCA	K
2122	Panc-AdenoCA	N
2123	Panc-AdenoCA	K
2124	Panc-AdenoCA	M
2125	Panc-AdenoCA	K
2126	Panc-AdenoCA	K
2127	Panc-AdenoCA	K
2128	Panc-AdenoCA	N
2129	Panc-AdenoCA	N
2130	Panc-AdenoCA	N
2131	Panc-AdenoCA	K
2132	Panc-AdenoCA	N
2133	Panc-AdenoCA	N
2134	Panc-AdenoCA	N
2135	Panc-AdenoCA	N
2136	Panc-AdenoCA	L
2137	Breast-AdenoCA	E
2138	Panc-AdenoCA	N
2139	Panc-AdenoCA	N
2140	Panc-AdenoCA	N
2141	Panc-AdenoCA	N
2142	Panc-AdenoCA	K
2143	Breast-AdenoCA	K
2144	Panc-AdenoCA	K
2145	Panc-AdenoCA	K
2146	Panc-AdenoCA	K
2147	Panc-AdenoCA	K
2148	Panc-AdenoCA	I
2149	Panc-AdenoCA	N
2150	Panc-AdenoCA	D
2151	Panc-AdenoCA	N
2152	Panc-AdenoCA	K
2153	Panc-AdenoCA	K
2154	CNS-Medullo	N
2155	CNS-Medullo	K
2156	CNS-Medullo	N
2157	CNS-Medullo	K
2158	CNS-Medullo	F
2159	CNS-Medullo	K
2160	CNS-Medullo	K
2161	CNS-Medullo	K
2162	CNS-Medullo	K
2163	CNS-Medullo	K
2164	CNS-Medullo	K
2165	CNS-Medullo	D
2166	CNS-Medullo	N
2167	CNS-Medullo	N
2168	CNS-Medullo	N
2169	CNS-Medullo	K
2170	CNS-Medullo	N
2171	CNS-Medullo	K
2172	CNS-Medullo	K
2173	CNS-Medullo	I
2174	CNS-Medullo	N
2175	CNS-Medullo	N
2176	CNS-Medullo	K
2177	CNS-Medullo	N
2178	CNS-Medullo	N
2179	CNS-Medullo	P
2180	CNS-Medullo	K
2181	CNS-Medullo	N
2182	CNS-Medullo	N
2183	CNS-Medullo	F
2184	CNS-Medullo	K
2185	CNS-Medullo	N
2186	CNS-Medullo	N
2187	CNS-Medullo	K
2188	CNS-Medullo	K
2189	CNS-Medullo	K
2190	CNS-Medullo	K
2191	CNS-Medullo	K
2192	CNS-Medullo	K
2193	CNS-Medullo	K
2194	CNS-Medullo	K
2195	CNS-Medullo	N
2196	CNS-Medullo	N
2197	CNS-Medullo	F
2198	CNS-Medullo	K
2199	CNS-Medullo	D
2200	CNS-Medullo	K
2201	CNS-Medullo	K
2202	CNS-Medullo	F
2203	CNS-Medullo	K
2204	CNS-Medullo	N
2205	CNS-Medullo	F
2206	CNS-Medullo	N
2207	CNS-Medullo	K
2208	CNS-Medullo	N
2209	CNS-Medullo	K
2210	CNS-Medullo	K
2211	CNS-Medullo	F
2212	CNS-Medullo	N
2213	CNS-Medullo	N
2214	CNS-Medullo	K
2215	CNS-Medullo	N
2216	CNS-Medullo	K
2217	CNS-Medullo	K
2218	CNS-Medullo	F
2219	CNS-Medullo	N
2220	CNS-Medullo	K
2221	CNS-Medullo	K
2222	CNS-Medullo	K
2223	CNS-Medullo	N
2224	CNS-Medullo	N
2225	CNS-Medullo	K
2226	CNS-PiloAstro	F
2227	CNS-PiloAstro	G
2228	CNS-PiloAstro	P
2229	CNS-PiloAstro	I
2230	CNS-PiloAstro	P
2231	CNS-PiloAstro	K
2232	CNS-PiloAstro	P
2233	CNS-PiloAstro	I
2234	CNS-PiloAstro	K
2235	CNS-PiloAstro	D
2236	CNS-PiloAstro	D
2237	CNS-PiloAstro	E
2238	CNS-PiloAstro	P
2239	CNS-PiloAstro	I
2240	CNS-PiloAstro	N
2241	CNS-PiloAstro	D
2242	CNS-PiloAstro	I
2243	CNS-PiloAstro	P
2244	CNS-PiloAstro	K
2245	CNS-PiloAstro	D
2246	CNS-PiloAstro	D
2247	CNS-PiloAstro	D
2248	CNS-PiloAstro	O
2249	CNS-PiloAstro	K
2250	CNS-PiloAstro	G
2251	CNS-PiloAstro	D
2252	CNS-PiloAstro	K
2253	CNS-PiloAstro	K
2254	CNS-PiloAstro	O
2255	CNS-PiloAstro	O
2256	CNS-PiloAstro	D
2257	CNS-PiloAstro	D
2258	CNS-PiloAstro	L
2259	CNS-PiloAstro	K
2260	CNS-PiloAstro	K
2261	CNS-PiloAstro	G
2262	CNS-PiloAstro	K
2263	CNS-PiloAstro	D
2264	CNS-PiloAstro	D
2265	CNS-PiloAstro	O
2266	CNS-PiloAstro	G
2267	CNS-PiloAstro	D
2268	CNS-PiloAstro	B
2269	CNS-PiloAstro	M
2270	CNS-PiloAstro	L
2271	CNS-PiloAstro	D
2272	CNS-PiloAstro	M
2273	CNS-PiloAstro	D
2274	CNS-PiloAstro	N
2275	CNS-PiloAstro	K
2276	CNS-PiloAstro	K
2277	CNS-PiloAstro	D
2278	CNS-PiloAstro	O
2279	CNS-PiloAstro	O
2280	CNS-PiloAstro	G
2281	CNS-PiloAstro	O
2282	CNS-PiloAstro	G
2283	CNS-PiloAstro	A
2284	CNS-PiloAstro	O
2285	CNS-PiloAstro	N
2286	CNS-PiloAstro	I
2287	CNS-PiloAstro	D
2288	CNS-PiloAstro	K
2289	CNS-PiloAstro	K
2290	CNS-PiloAstro	K
2291	CNS-PiloAstro	C
2292	CNS-PiloAstro	I
2293	CNS-PiloAstro	D
2294	CNS-PiloAstro	F
2295	CNS-PiloAstro	O
2296	CNS-PiloAstro	I
2297	CNS-PiloAstro	K
2298	CNS-PiloAstro	O
2299	CNS-PiloAstro	D
2300	CNS-PiloAstro	K
2301	CNS-PiloAstro	D
2302	CNS-PiloAstro	I
2303	CNS-PiloAstro	M
2304	CNS-PiloAstro	K
2305	CNS-PiloAstro	O
2306	CNS-PiloAstro	O
2307	CNS-PiloAstro	F
2308	CNS-PiloAstro	O
2309	CNS-PiloAstro	F
2310	CNS-PiloAstro	D
2311	CNS-PiloAstro	O
2312	CNS-PiloAstro	O
2313	CNS-PiloAstro	P
2314	CNS-PiloAstro	O
2315	Prost-AdenoCA	D
2316	Prost-AdenoCA	B
2317	Prost-AdenoCA	K
2318	Prost-AdenoCA	K
2319	Prost-AdenoCA	K
2320	Prost-AdenoCA	F
2321	Prost-AdenoCA	O
2322	Prost-AdenoCA	B
2323	Prost-AdenoCA	K
2324	Prost-AdenoCA	D
2325	Prost-AdenoCA	K
2326	Prost-AdenoCA	K
2327	Prost-AdenoCA	K
2328	Prost-AdenoCA	K
2329	Prost-AdenoCA	D
2330	Prost-AdenoCA	O
2331	Prost-AdenoCA	K
2332	ColoRect-AdenoCA	M
2333	ColoRect-AdenoCA	I
2334	ColoRect-AdenoCA	N
2335	ColoRect-AdenoCA	H
2336	ColoRect-AdenoCA	N
2337	ColoRect-AdenoCA	N
2338	Breast-AdenoCA	K
2339	ColoRect-AdenoCA	N
2340	ColoRect-AdenoCA	I
2341	ColoRect-AdenoCA	M
2342	ColoRect-AdenoCA	K
2343	ColoRect-AdenoCA	K
2344	Breast-AdenoCA	E
2345	ColoRect-AdenoCA	N
2346	ColoRect-AdenoCA	N
2347	ColoRect-AdenoCA	N
2348	ColoRect-AdenoCA	N
2349	Breast-AdenoCA	K
2350	Skin-Melanoma	G
2351	Skin-Melanoma	G
2352	Skin-Melanoma	G
2353	Skin-Melanoma	G
2354	Skin-Melanoma	G
2355	Skin-Melanoma	K
2356	Skin-Melanoma	G
2357	Skin-Melanoma	G
2358	Skin-Melanoma	G
2359	Skin-Melanoma	G
2360	Skin-Melanoma	K
2361	Skin-Melanoma	G
2362	Skin-Melanoma	G
2363	Skin-Melanoma	K
2364	Skin-Melanoma	G
2365	Skin-Melanoma	G
2366	Skin-Melanoma	G
2367	Skin-Melanoma	G
2368	Skin-Melanoma	G
2369	Skin-Melanoma	G
2370	Skin-Melanoma	G
2371	Skin-Melanoma	G
2372	Skin-Melanoma	K
2373	Skin-Melanoma	G
2374	Skin-Melanoma	G
2375	Skin-Melanoma	G
2376	Skin-Melanoma	G
2377	Skin-Melanoma	G
2378	Skin-Melanoma	G
2379	Skin-Melanoma	G
2380	Skin-Melanoma	G
2381	Breast-AdenoCA	K
2382	Stomach-AdenoCA	M
2383	Stomach-AdenoCA	N
2384	Stomach-AdenoCA	K
2385	Stomach-AdenoCA	N
2386	Stomach-AdenoCA	J
2387	Stomach-AdenoCA	K
2388	Stomach-AdenoCA	J
2389	Stomach-AdenoCA	L
2390	Stomach-AdenoCA	L
2391	Stomach-AdenoCA	L
2392	Stomach-AdenoCA	L
2393	Stomach-AdenoCA	M
2394	Stomach-AdenoCA	L
2395	Stomach-AdenoCA	N
2396	Stomach-AdenoCA	J
2397	Stomach-AdenoCA	N
2398	Stomach-AdenoCA	L
2399	Stomach-AdenoCA	N
2400	Stomach-AdenoCA	D
2401	Stomach-AdenoCA	K
2402	Stomach-AdenoCA	N
2403	Breast-LobularCA	E
2404	Stomach-AdenoCA	N
2405	Stomach-AdenoCA	L
2406	Stomach-AdenoCA	K
2407	Thy-AdenoCA	K
2408	Thy-AdenoCA	C
2409	Thy-AdenoCA	C
2410	Thy-AdenoCA	F
2411	Thy-AdenoCA	D
2412	Thy-AdenoCA	D
2413	Breast-AdenoCA	K
2414	Thy-AdenoCA	D
2415	Thy-AdenoCA	D
2416	Thy-AdenoCA	D
2417	Thy-AdenoCA	C
2418	Thy-AdenoCA	F
2419	Thy-AdenoCA	O
2420	Thy-AdenoCA	F
2421	Thy-AdenoCA	C
2422	Thy-AdenoCA	N
2423	Thy-AdenoCA	D
2424	Thy-AdenoCA	D
2425	Thy-AdenoCA	K
2426	Thy-AdenoCA	D
2427	Thy-AdenoCA	B
2428	Breast-AdenoCA	D
2429	Thy-AdenoCA	D
2430	Thy-AdenoCA	C
2431	Thy-AdenoCA	P
2432	Thy-AdenoCA	B
2433	Thy-AdenoCA	D
2434	Thy-AdenoCA	K
2435	Thy-AdenoCA	C
2436	Thy-AdenoCA	D
2437	Thy-AdenoCA	B
2438	Thy-AdenoCA	F
2439	Thy-AdenoCA	F
2440	Thy-AdenoCA	D
2441	Thy-AdenoCA	E
2442	Breast-AdenoCA	N
2443	Thy-AdenoCA	B
2444	Thy-AdenoCA	E
2445	Thy-AdenoCA	E
2446	Breast-AdenoCA	D
2447	Thy-AdenoCA	B
2448	Thy-AdenoCA	D
2449	Thy-AdenoCA	D
2450	Thy-AdenoCA	D
2451	Breast-AdenoCA	D
2452	Thy-AdenoCA	D
2453	Thy-AdenoCA	D
2454	Thy-AdenoCA	D
2455	Uterus-AdenoCA	N
2456	Uterus-AdenoCA	E
2457	Uterus-AdenoCA	N
2458	Uterus-AdenoCA	K
2459	Uterus-AdenoCA	D
2460	Breast-AdenoCA	D
2461	Uterus-AdenoCA	J
2462	Uterus-AdenoCA	N
2463	Uterus-AdenoCA	D
2464	Uterus-AdenoCA	E
2465	Uterus-AdenoCA	O
2466	Uterus-AdenoCA	E
2467	Uterus-AdenoCA	E
2468	Uterus-AdenoCA	N
2469	Uterus-AdenoCA	K
2470	Uterus-AdenoCA	K
2471	Uterus-AdenoCA	K
2472	Uterus-AdenoCA	D
2473	Uterus-AdenoCA	K
2474	Uterus-AdenoCA	K
2475	Uterus-AdenoCA	N
2476	Uterus-AdenoCA	D
2477	Uterus-AdenoCA	J
2478	Uterus-AdenoCA	J
2479	Breast-AdenoCA	F
2480	Uterus-AdenoCA	H
2481	Uterus-AdenoCA	K
2482	Uterus-AdenoCA	N
2483	Uterus-AdenoCA	D
2484	Uterus-AdenoCA	K
2485	Uterus-AdenoCA	N
2486	Uterus-AdenoCA	K
2487	Uterus-AdenoCA	K
2488	Uterus-AdenoCA	K
2489	Uterus-AdenoCA	E
2490	Breast-AdenoCA	E
2491	Uterus-AdenoCA	D
2492	Uterus-AdenoCA	N
2493	Uterus-AdenoCA	K
2494	Uterus-AdenoCA	N
2495	Breast-AdenoCA	K
2496	Uterus-AdenoCA	J
2497	Uterus-AdenoCA	J
2498	Uterus-AdenoCA	E
2499	Uterus-AdenoCA	E
2500	Bladder-TCC	E
2501	Uterus-AdenoCA	N
2502	Uterus-AdenoCA	K
2503	Uterus-AdenoCA	K
2504	ColoRect-AdenoCA	N
2505	ColoRect-AdenoCA	N
2506	ColoRect-AdenoCA	N
2507	ColoRect-AdenoCA	N
2508	ColoRect-AdenoCA	J
2509	ColoRect-AdenoCA	N
2510	ColoRect-AdenoCA	N
2511	ColoRect-AdenoCA	N
2512	ColoRect-AdenoCA	N
2513	ColoRect-AdenoCA	N
2514	Bladder-TCC	E
2515	Breast-AdenoCA	D
2516	Breast-AdenoCA	E
2517	Bladder-TCC	E
2518	Breast-AdenoCA	D
2519	Breast-AdenoCA	D
2520	Cervix-SCC	E
2521	Bladder-TCC	N
2522	Lymph-CLL	D
2523	Lymph-CLL	D
2524	Lymph-CLL	D
2525	Kidney-RCC	D
2526	Kidney-RCC	C
2527	Kidney-RCC	C
2528	Kidney-RCC	C
2529	Kidney-RCC	C
2530	Kidney-RCC	C
2531	Kidney-RCC	C
2532	Kidney-RCC	D
2533	Kidney-RCC	C
2534	Kidney-RCC	C
2535	Kidney-RCC	C
2536	Bladder-TCC	D
2537	Liver-HCC	B
2538	Liver-HCC	B
2539	Liver-HCC	B
2540	Liver-HCC	B
2541	Liver-HCC	B
2542	Liver-HCC	B
2543	Liver-HCC	C
2544	Liver-HCC	B
2545	Liver-HCC	B
2546	Liver-HCC	B
2547	Liver-HCC	B
2548	Liver-HCC	B
2549	Liver-HCC	B
2550	Breast-AdenoCA	D
2551	Liver-HCC	B
2552	Liver-HCC	K
2553	Liver-HCC	B
2554	Liver-HCC	B
2555	Liver-HCC	B
2556	Liver-HCC	B
2557	Liver-HCC	K
2558	Liver-HCC	B
2559	Liver-HCC	K
2560	Liver-HCC	B
2561	Liver-HCC	B
2562	Liver-HCC	B
2563	Liver-HCC	B
2564	Liver-HCC	J
2565	Liver-HCC	B
2566	Liver-HCC	B
2567	Liver-HCC	B
2568	Liver-HCC	B
2569	Liver-HCC	B
2570	Liver-HCC	B
2571	Liver-HCC	B
2572	Liver-HCC	B
2573	Liver-HCC	K
2574	Liver-HCC	B
2575	Liver-HCC	K
2576	Liver-HCC	B
2577	Liver-HCC	B
2578	Liver-HCC	B
2579	Liver-HCC	B
2580	Liver-HCC	B
2581	Liver-HCC	B
2582	Liver-HCC	B
2583	Liver-HCC	B
2584	Liver-HCC	B
2585	Liver-HCC	B
2586	Liver-HCC	B
2587	Liver-HCC	B
2588	Liver-HCC	B
2589	Liver-HCC	B
2590	Liver-HCC	B
2591	Liver-HCC	B
2592	Liver-HCC	B
2594	Liver-HCC	B
2595	Liver-HCC	B
2596	Liver-HCC	B
2597	Liver-HCC	B
2598	Liver-HCC	B
2599	Liver-HCC	B
2600	Liver-HCC	B
2601	Liver-HCC	B
2602	Liver-HCC	B
2603	Liver-HCC	B
2604	Liver-HCC	B
2605	Liver-HCC	K
2606	Liver-HCC	B
2607	Liver-HCC	B
2608	Liver-HCC	B
2609	Liver-HCC	B
2610	Liver-HCC	B
2611	Liver-HCC	B
2612	Liver-HCC	B
2613	Liver-HCC	B
2614	Liver-HCC	B
2615	Liver-HCC	B
2616	Liver-HCC	B
2617	Liver-HCC	B
2619	Liver-HCC	B
2620	Liver-HCC	B
2621	Liver-HCC	B
2622	Liver-HCC	B
2623	Liver-HCC	B
2625	Liver-HCC	B
2626	Liver-HCC	B
2627	Liver-HCC	B
2628	Liver-HCC	B
2629	Liver-HCC	B
2630	Liver-HCC	B
2631	Liver-HCC	B
2632	Liver-HCC	C
2633	Liver-HCC	B
2634	Liver-HCC	B
2635	Liver-HCC	B
2636	Liver-HCC	B
2637	Liver-HCC	B
2638	Liver-HCC	B
2639	Liver-HCC	B
2640	Liver-HCC	B
2641	Liver-HCC	B
2642	Liver-HCC	K
2643	Liver-HCC	K
2644	Liver-HCC	B
2645	Liver-HCC	B
2646	Biliary-AdenoCA	C
2647	Liver-HCC	B
2648	Liver-HCC	B
2649	Liver-HCC	B
2650	Liver-HCC	B
2651	Liver-HCC	B
2652	Liver-HCC	B
2653	Liver-HCC	B
2654	Liver-HCC	K
2655	Liver-HCC	B
2656	Liver-HCC	B
2657	Liver-HCC	B
2658	Liver-HCC	B
2659	Liver-HCC	B
2660	Liver-HCC	B
2661	Liver-HCC	B
2662	Liver-HCC	B
2663	Liver-HCC	B
2664	Biliary-AdenoCA	B
2665	Liver-HCC	B
2666	Liver-HCC	B
2667	Liver-HCC	B
2668	Liver-HCC	F
2669	Liver-HCC	B
2670	Biliary-AdenoCA	B
2671	Biliary-AdenoCA	N
2672	Liver-HCC	B
2673	Biliary-AdenoCA	B
2674	Biliary-AdenoCA	B
2675	Liver-HCC	K
2676	Liver-HCC	B
2677	Liver-HCC	B
2678	Biliary-AdenoCA	B
2679	Liver-HCC	B
2680	Liver-HCC	B
2681	Liver-HCC	B
2682	Liver-HCC	B
2683	Liver-HCC	B
2685	Liver-HCC	B
2686	Biliary-AdenoCA	B
2688	Biliary-AdenoCA	B
2689	Biliary-AdenoCA	D
2690	Breast-AdenoCA	E
2691	Biliary-AdenoCA	M
2692	Biliary-AdenoCA	K
2693	Biliary-AdenoCA	K
2694	Biliary-AdenoCA	B
2695	Biliary-AdenoCA	C
2696	Biliary-AdenoCA	K
2697	Biliary-AdenoCA	J
2698	Biliary-AdenoCA	D
2699	Biliary-AdenoCA	F
2700	Biliary-AdenoCA	K
2701	Biliary-AdenoCA	K
2702	Biliary-AdenoCA	B
2703	Breast-AdenoCA	D
